,model,learning_rate,dropout,n_hidden,hidden_1,hidden_2,hidden_3,hidden_4,hidden_5
0,lstm,0.1,0.8,5,34,71,89,90,12
1,lstm,0.1,0.5,4,53,71,60,91,17
2,lstm,0.1,0.8,5,34,99,89,90,12
3,lstm,0.1,0.8,5,26,77,97,87,12
4,lstm,0.1,0.8,5,26,77,97,87,12
5,lstm,0.1,0.5,5,34,71,89,90,12
6,lstm,0.1,0.5,5,34,71,89,90,12
7,lstm,0.1,0.8,5,41,93,81,92,12
8,lstm,0.1,0.8,5,34,97,89,90,12
9,lstm,0.1,0.8,5,41,41,81,93,12
10,lstm,0.1,0.8,5,34,77,97,87,12
11,lstm,0.1,0.8,5,41,41,81,93,12
12,lstm,0.1,0.5,5,34,21,88,91,12
13,lstm,0.1,0.5,5,34,71,89,90,12
14,lstm,0.1,0.5,5,34,99,81,89,12
15,lstm,0.1,0.8,5,34,49,89,90,12
16,lstm,0.1,0.8,5,41,41,81,93,12
17,lstm,0.1,0.8,5,28,93,94,87,12
