,Value
best model,"{'model': 'mlp', 'learning_rate': 0.01, 'dropout': 0.0, 'n_hidden': 4, 'hidden_1': 78, 'hidden_2': 92, 'hidden_3': 94, 'hidden_4': 5, 'hidden_5': 26}"
val mse,101.8119888305664
test mse,821.9385
total time,27.29732656478882
function calls,180
iterations,3
